scenario,orchard_id,block_id,row_id,tree_id,tree_global_id,mission_id,flight_id,orthomosaic_id,total_images,total_detected_fruits,young_count,green_count,half_count,red_count,expected_harvestable_fruit_count,current_harvest_ready_fruit_count,expected_marketable_future_production_kg_before_disease_loss,future_production_disease_loss_kg,disease_adjusted_marketable_future_production_kg,current_harvest_ready_estimated_kg_before_disease_loss,current_harvest_ready_disease_loss_kg,disease_adjusted_current_harvest_ready_kg,avg_composite_disease_index,disease_loss_factor,disease_loss_pct,avg_detection_confidence,visible_stress_score,canopy_gap_pct,tree_latitude,tree_longitude,tree_centroid_latitude,tree_centroid_longitude,orthomosaic_pixel_x,orthomosaic_pixel_y,local_x_m,local_y_m,gps_match_distance_m,gps_match_status,gps_source,mapping_method,is_simulated_gps
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T002,O05_B03_R02_T002,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,11,0,0,0,11,10.78,10.78,0.1801674875,0.07206699500000001,0.10810049249999999,0.21196175000000006,0.08478470000000003,0.12717705,69.43291842164568,0.4,40.0,0.8174774375828829,5.0,8.49267578125,26.74079051383399,88.44246441288635,26.74079051383399,88.44246441288635,4900,1760,245,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T003,O05_B03_R02_T003,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,11,0,0,0,11,10.78,10.78,0.194026525,0.04850663125,0.14551989375000002,0.22826650000000004,0.05706662500000001,0.17119987500000003,42.87919945558877,0.25,25.0,0.792792718518864,3.0,13.7978515625,26.74079051383399,88.44251470702689,26.74079051383399,88.44251470702689,5000,1760,250,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T004,O05_B03_R02_T004,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,9,0,0,0,9,8.82,8.82,0.17008818750000002,0.027214110000000003,0.1428740775,0.20010375000000002,0.032016600000000006,0.16808715000000002,34.23084349264999,0.16,16.0,0.8032391866048177,2.0,18.34912109375,26.74079051383399,88.44256500116742,26.74079051383399,88.44256500116742,5100,1760,255,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T005,O05_B03_R02_T005,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,0,0,4,3.92,3.92,0.06047580000000001,0.015118950000000003,0.045356850000000004,0.071148,0.017787,0.053361000000000006,51.99562715838498,0.25,25.0,0.9570751190185547,4.0,14.2265625,26.74079051383399,88.44261529530796,26.74079051383399,88.44261529530796,5200,1760,260,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T006,O05_B03_R02_T006,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,3,0,1,3.44,0.98,0.05749315000000001,0.014373287500000002,0.04311986250000001,0.01926925,0.0048173125,0.014451937500000001,58.99845901468465,0.25,25.0,0.8199396133422852,5.0,25.156250000000004,26.74079051383399,88.4426655894485,26.74079051383399,88.4426655894485,5300,1760,265,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T007,O05_B03_R02_T007,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,3,0,2,0,1,2.62,0.98,0.04378838750000001,0.017515355000000007,0.026273032500000005,0.01926925,0.007707700000000001,0.01156155,78.22525931089405,0.4,40.0,0.9291176597277323,5.0,25.192138671874996,26.74079051383399,88.44271588358903,26.74079051383399,88.44271588358903,5400,1760,270,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T008,O05_B03_R02_T008,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,3,0,1,3.44,0.98,0.05749315000000001,0.022997260000000005,0.03449589,0.01926925,0.007707700000000001,0.01156155,72.78527025666571,0.4,40.0,0.9015907645225525,5.0,25.15966796875,26.74079051383399,88.44276617772957,26.74079051383399,88.44276617772957,5500,1760,275,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T009,O05_B03_R02_T009,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,5,0,0,3,2,4.720000000000001,4.720000000000001,0.07888595000000001,0.03155438000000001,0.04733157,0.09280700000000003,0.03712280000000001,0.05568420000000002,84.31689122024298,0.4,40.0,0.6334480345249176,5.0,26.640380859375,26.74079051383399,88.44281647187012,26.74079051383399,88.44281647187012,5600,1760,280,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T010,O05_B03_R02_T010,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,1,0,0.92,0.92,0.015376075000000003,0.006150430000000002,0.009225645000000001,0.018089500000000005,0.007235800000000002,0.010853700000000003,72.29461279461279,0.4,40.0,0.827020525932312,5.0,25.156250000000004,26.74079051383399,88.44286676601065,26.74079051383399,88.44286676601065,5700,1760,285,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T011,O05_B03_R02_T011,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,22,0,0,22,0,20.240000000000002,20.240000000000002,0.33827365,0.0845684125,0.25370523749999996,0.397969,0.09949225,0.29847675,53.57971711902822,0.25,25.0,0.6139589046890085,5.0,25.157470703125,26.74079051383399,88.44291706015119,26.74079051383399,88.44291706015119,5800,1760,290,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T012,O05_B03_R02_T012,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,16,0,0,0,16,15.68,15.68,0.26206180000000007,0.10482472000000004,0.15723708000000003,0.308308,0.12332320000000002,0.1849848,69.6555510140824,0.4,40.0,0.7449694108217955,5.0,25.25439453125,26.74079051383399,88.44296735429172,26.74079051383399,88.44296735429172,5900,1760,295,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T013,O05_B03_R02_T013,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,3,0,0,0,3,2.94,2.94,0.04913658750000001,0.019654635000000004,0.029481952500000005,0.057807750000000005,0.023123100000000004,0.03468465,66.08959908689333,0.4,40.0,0.9059977928797404,5.0,25.71337890625,26.74079051383399,88.44301764843226,26.74079051383399,88.44301764843226,6000,1760,300,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T014,O05_B03_R02_T014,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,2,0,0,0,2,1.96,1.96,0.03275772500000001,0.008189431250000002,0.024568293750000005,0.0385385,0.009634625,0.028903875000000002,57.89260610853536,0.25,25.0,0.7993732988834381,5.0,25.300048828125,26.74079051383399,88.4430679425728,26.74079051383399,88.4430679425728,6100,1760,305,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T015,O05_B03_R02_T015,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,2,0,0,0,2,1.96,1.96,0.03275772500000001,0.008189431250000002,0.024568293750000005,0.0385385,0.009634625,0.028903875000000002,57.726726840875166,0.25,25.0,0.8165893852710724,5.0,25.277099609374996,26.74079051383399,88.44311823671333,26.74079051383399,88.44311823671333,6200,1760,310,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T016,O05_B03_R02_T016,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,7,0,0,0,7,6.859999999999999,6.859999999999999,0.1146520375,0.045860815,0.0687912225,0.13488475000000003,0.05395390000000001,0.08093085000000001,76.55091158383972,0.4,40.0,0.874167229448046,5.0,25.165283203125,26.74079051383399,88.44316853085387,26.74079051383399,88.44316853085387,6300,1760,315,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T017,O05_B03_R02_T017,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,0,0,4,3.92,3.92,0.06551545000000002,0.02620618000000001,0.03930927000000001,0.077077,0.030830800000000005,0.0462462,70.09153679165686,0.4,40.0,0.7763249427080154,4.0,25.15771484375,26.74079051383399,88.44321882499442,26.74079051383399,88.44321882499442,6400,1760,320,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T018,O05_B03_R02_T018,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,0,0,4,3.92,3.92,0.06551545000000002,0.02620618000000001,0.03930927000000001,0.077077,0.030830800000000005,0.0462462,63.20469075133265,0.4,40.0,0.7671830505132675,4.0,25.165283203125,26.74079051383399,88.44326911913495,26.74079051383399,88.44326911913495,6500,1760,325,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T019,O05_B03_R02_T019,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,1,0,0.92,0.92,0.015376075000000003,0.006150430000000002,0.009225645000000001,0.018089500000000005,0.007235800000000002,0.010853700000000003,79.7525925925926,0.4,40.0,0.7863925099372864,5.0,25.16455078125,26.74079051383399,88.44331941327549,26.74079051383399,88.44331941327549,6600,1760,330,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T020,O05_B03_R02_T020,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.006551545000000002,0.009827317500000002,0.01926925,0.007707700000000001,0.01156155,88.45856688380547,0.4,40.0,0.9518315196037292,5.0,25.1572265625,26.74079051383399,88.44336970741602,26.74079051383399,88.44336970741602,6700,1760,335,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T021,O05_B03_R02_T021,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,2,0,0,0,2,1.96,1.96,0.03275772500000001,0.013103090000000005,0.019654635000000004,0.0385385,0.015415400000000003,0.0231231,81.26322205967105,0.4,40.0,0.9230169951915741,5.0,25.1728515625,26.74079051383399,88.44342000155656,26.74079051383399,88.44342000155656,6800,1760,340,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_02,O05_B03_R02_T022,O05_B03_R02_T022,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.004094715625000001,0.012284146875000002,0.01926925,0.0048173125,0.014451937500000001,59.68776093166338,0.25,25.0,0.9667802453041077,5.0,25.197509765624996,26.74079051383399,88.4434702956971,26.74079051383399,88.4434702956971,6900,1760,345,88,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T001,O05_B03_R03_T001,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,5,0,0,0,5,4.9,4.9,0.08189431250000001,0.020473578125000003,0.06142073437500001,0.09634625000000002,0.024086562500000006,0.07225968750000002,47.889100244223116,0.25,25.0,0.8252784371376037,4.0,25.169677734375,26.74086237872799,88.44241411874582,26.74086237872799,88.44241411874582,4800,1920,240,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T002,O05_B03_R03_T002,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,21,0,0,0,21,20.58,20.58,0.3439561125,0.085989028125,0.25796708437500004,0.40465425000000005,0.10116356250000001,0.3034906875,57.441688019160935,0.25,25.0,0.7994885004702068,4.0,25.2021484375,26.74086237872799,88.44246441288635,26.74086237872799,88.44246441288635,4900,1920,245,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T003,O05_B03_R03_T003,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.006551545000000002,0.009827317500000002,0.01926925,0.007707700000000001,0.01156155,62.90204835552614,0.4,40.0,0.9290503859519958,5.0,25.319824218749996,26.74086237872799,88.44251470702689,26.74086237872799,88.44251470702689,5000,1920,250,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T004,O05_B03_R03_T004,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.004094715625000001,0.012284146875000002,0.01926925,0.0048173125,0.014451937500000001,53.982808780745835,0.25,25.0,0.9704697728157043,5.0,25.156250000000004,26.74086237872799,88.44256500116742,26.74086237872799,88.44256500116742,5100,1920,255,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T005,O05_B03_R03_T005,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,5,0,0,0,5,4.9,4.9,0.08189431250000001,0.03275772500000001,0.0491365875,0.09634625000000002,0.03853850000000001,0.05780775000000001,80.91215943252045,0.4,40.0,0.9226981043815613,5.0,25.241455078125004,26.74086237872799,88.44261529530796,26.74086237872799,88.44261529530796,5200,1920,260,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T006,O05_B03_R03_T006,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.006551545000000002,0.009827317500000002,0.01926925,0.007707700000000001,0.01156155,66.31290545203589,0.4,40.0,0.9533613324165344,5.0,25.726318359375,26.74086237872799,88.4426655894485,26.74086237872799,88.4426655894485,5300,1920,265,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T007,O05_B03_R03_T007,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,12,0,0,0,12,11.76,11.76,0.19654635000000004,0.07861854000000001,0.11792781000000002,0.23123100000000002,0.09249240000000002,0.1387386,60.44069604621148,0.4,40.0,0.7468133817116419,5.0,25.166992187499996,26.74086237872799,88.44271588358903,26.74086237872799,88.44271588358903,5400,1920,270,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T008,O05_B03_R03_T008,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,11,0,0,0,11,10.78,10.78,0.1801674875,0.07206699500000001,0.10810049249999999,0.21196175000000006,0.08478470000000003,0.12717705,63.81239859851069,0.4,40.0,0.8145352927121249,5.0,25.25048828125,26.74086237872799,88.44276617772957,26.74086237872799,88.44276617772957,5500,1920,275,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T009,O05_B03_R03_T009,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,8,0,0,0,8,7.84,7.84,0.13103090000000003,0.05241236000000002,0.07861854000000001,0.154154,0.06166160000000001,0.0924924,65.15868236520254,0.4,40.0,0.7112832106649876,5.0,25.16015625,26.74086237872799,88.44281647187012,26.74086237872799,88.44281647187012,5600,1920,280,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T010,O05_B03_R03_T010,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,10,0,0,0,10,9.8,9.8,0.16378862500000002,0.06551545000000002,0.098273175,0.19269250000000004,0.07707700000000002,0.11561550000000002,75.57677810406442,0.4,40.0,0.8293884128332139,5.0,25.2451171875,26.74086237872799,88.44286676601065,26.74086237872799,88.44286676601065,5700,1920,285,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T011,O05_B03_R03_T011,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,2,0,0,0,2,1.96,1.96,0.03275772500000001,0.008189431250000002,0.024568293750000005,0.0385385,0.009634625,0.028903875000000002,57.82125457111009,0.25,25.0,0.9525990784168243,5.0,25.158447265625,26.74086237872799,88.44291706015119,26.74086237872799,88.44291706015119,5800,1920,290,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T012,O05_B03_R03_T012,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,0,0,4,3.92,3.92,0.06551545000000002,0.02620618000000001,0.03930927000000001,0.077077,0.030830800000000005,0.0462462,68.36586067298092,0.4,40.0,0.8285333663225174,5.0,25.156250000000004,26.74086237872799,88.44296735429172,26.74086237872799,88.44296735429172,5900,1920,295,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T013,O05_B03_R03_T013,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.006551545000000002,0.009827317500000002,0.01926925,0.007707700000000001,0.01156155,71.95170454545453,0.4,40.0,0.9553519487380981,5.0,25.156250000000004,26.74086237872799,88.44301764843226,26.74086237872799,88.44301764843226,6000,1920,300,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T014,O05_B03_R03_T014,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,2,0,0,0,2,1.96,1.96,0.03275772500000001,0.008189431250000002,0.024568293750000005,0.0385385,0.009634625,0.028903875000000002,57.613805750967224,0.25,25.0,0.9455152153968811,4.0,25.158935546875,26.74086237872799,88.4430679425728,26.74086237872799,88.4430679425728,6100,1920,305,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T015,O05_B03_R03_T015,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,3,0,2,0,1,2.62,0.98,0.04378838750000001,0.010947096875000003,0.032841290625000005,0.01926925,0.0048173125,0.014451937500000001,57.500797553070974,0.25,25.0,0.925686240196228,5.0,25.156250000000004,26.74086237872799,88.44311823671333,26.74086237872799,88.44311823671333,6200,1920,310,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T016,O05_B03_R03_T016,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,3,0,1,3.44,0.98,0.05749315000000001,0.022997260000000005,0.03449589,0.01926925,0.007707700000000001,0.01156155,79.05944235593675,0.4,40.0,0.9105806648731232,5.0,25.156250000000004,26.74086237872799,88.44316853085387,26.74086237872799,88.44316853085387,6300,1920,315,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T017,O05_B03_R03_T017,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,3,0,0,1,2,2.88,2.88,0.048133800000000004,0.019253520000000003,0.02888028,0.056628,0.0226512,0.0339768,84.76393390859981,0.4,40.0,0.8561549782752991,5.0,26.661376953125,26.74086237872799,88.44321882499442,26.74086237872799,88.44321882499442,6400,1920,320,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T018,O05_B03_R03_T018,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,15,0,0,0,15,14.7,14.7,0.2456829375,0.098273175,0.14740976249999999,0.28903875,0.11561550000000001,0.17342325,68.89507179041019,0.4,40.0,0.777924503882726,5.0,25.370117187500004,26.74086237872799,88.44326911913495,26.74086237872799,88.44326911913495,6500,1920,325,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T019,O05_B03_R03_T019,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,3,0,0,0,3,2.94,2.94,0.04913658750000001,0.019654635000000004,0.029481952500000005,0.057807750000000005,0.023123100000000004,0.03468465,66.59702168676527,0.4,40.0,0.9160266121228536,5.0,25.679687499999996,26.74086237872799,88.44331941327549,26.74086237872799,88.44331941327549,6600,1920,330,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T020,O05_B03_R03_T020,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,1,0,0,0,1,0.98,0.98,0.016378862500000004,0.006551545000000002,0.009827317500000002,0.01926925,0.007707700000000001,0.01156155,65.5763307666555,0.4,40.0,0.9440639615058899,5.0,25.278564453125004,26.74086237872799,88.44336970741602,26.74086237872799,88.44336970741602,6700,1920,335,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T021,O05_B03_R03_T021,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,0,0,4,3.92,3.92,0.06551545000000002,0.02620618000000001,0.03930927000000001,0.077077,0.030830800000000005,0.0462462,75.69194727055542,0.4,40.0,0.8075058609247208,5.0,25.168212890625004,26.74086237872799,88.44342000155656,26.74086237872799,88.44342000155656,6800,1920,340,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_03,O05_B03_R03_T022,O05_B03_R03_T022,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,5,0,0,0,5,4.9,4.9,0.08189431250000001,0.03275772500000001,0.0491365875,0.09634625000000002,0.03853850000000001,0.05780775000000001,74.66887216396597,0.4,40.0,0.7528720557689667,5.0,25.157470703125,26.74086237872799,88.4434702956971,26.74086237872799,88.4434702956971,6900,1920,345,96,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_04,O05_B03_R04_T001,O05_B03_R04_T001,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,7,0,0,0,7,6.859999999999999,6.859999999999999,0.1146520375,0.045860815,0.0687912225,0.13488475000000003,0.05395390000000001,0.08093085000000001,77.7285056487837,0.4,40.0,0.8810553210122245,5.0,25.160888671874996,26.74093424362199,88.44241411874582,26.74093424362199,88.44241411874582,4800,2080,240,104,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_04,O05_B03_R04_T002,O05_B03_R04_T002,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,3,0,0,0,3,2.94,2.94,0.04913658750000001,0.019654635000000004,0.029481952500000005,0.057807750000000005,0.023123100000000004,0.03468465,69.57095367885259,0.4,40.0,0.9415431022644043,4.0,25.156982421875,26.74093424362199,88.44246441288635,26.74093424362199,88.44246441288635,4900,2080,245,104,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
Base,ORCHARD_05,BLOCK_03,ROW_04,O05_B03_R04_T003,O05_B03_R04_T003,MISSION_001,FLIGHT_ORCHARD_05,ORTHO_ORCHARD_05,1,4,0,0,0,4,3.92,3.92,0.06551545000000002,0.02620618000000001,0.03930927000000001,0.077077,0.030830800000000005,0.0462462,62.04315950427694,0.4,40.0,0.8689582794904709,4.0,25.168212890625004,26.74093424362199,88.44251470702689,26.74093424362199,88.44251470702689,5000,2080,250,104,2.1,DRONE_MATCHED,SIMULATED_DRONE_MAPPING,DYNAMIC_FROM_IMAGE_FOLDER,True
